,Player_ID,Players,Season,5v5 TOI,Shots/60,A1/60,Shot Contributions/60,Entries/60,Carries/60,Exits/60,Exits w/Possession/60,Failed Exit/60,Targets/60,Carry Against/60,Denial/60,Passes Allowed/60,Team,Pos.
1,ANDREW.AGOZZINO,Andrew Agozzino,19,34.78,5.17,12.07,17.25,12.07,3.45,18.97,10.35,1.72,1.72,1.725129385,0,0,ANA,F
647,ANDREW.AGOZZINO,Andrew Agozzino,19,10.13,11.84,0,11.84,23.68,11.84,0,0,0,0,0,0,0,PIT,F
18,ANDREW.COGLIANO,Andrew Cogliano,18,116.55,12.36,10.81,27.28,14.93,4.63,18.02,11.33,3.6,,,,,ANA,LW
264,ANDREW.COGLIANO,Andrew Cogliano,19,207.12,5.21,7.24,12.46,15.64,4.06,18.83,8.4,1.74,2.03,0.869061414,0.869061414,0.579374276,DAL,F
60,ANDREW.COGLIANO,Andrew Cogliano,21,267.5,6.280373832,6.280373832,14.57943925,13.234,6.056,7.626,3.14,1.79,1.121495327,0.224299065,0.672897196,0,,
642,ANDREW.COPP,Andrew Copp,18,136.7,6.58,9.22,20.63,17.56,5.71,19.75,8.78,3.07,,,,,WPG,RW
853,ANDREW.COPP,Andrew Copp,19,271.4,10.17,10.61,20.78,22.33,10.17,15.48,9.29,2.21,2.43,0.442151805,1.105379514,0.221075903,WPG,F
309,ANDREW.COPP,Andrew Copp,20,12.7,9.448818898,9.448818898,23.62204724,42.51968504,23.62204724,33.07086614,23.62204724,0,0,0,0,0,WPG,C
61,ANDREW.COPP,Andrew Copp,21,469.88,9.449154046,8.68300642,24.38903274,17.494,10.215,8.938,7.023,0.77,1.40460398,0.127691271,0.766147625,0.127691271,,
59,ANDREW.HAMMOND,Andrew Hammond,21,,,,,,,0.642,0.642,0,0,0,0,0,,
416,ANDREW.LADD,Andrew Ladd,18,100.8,8.33,2.98,16.67,15.48,4.17,17.26,8.93,4.17,,,,,NYI,lW
528,ANDREW.LADD,Andrew Ladd,19,26.2,9.16,6.87,16.03,13.74,6.87,13.74,4.58,0,6.87,0,2.290076336,0,NYI,F
62,ANDREW.LADD,Andrew Ladd,21,162.5,6.276923077,5.538461539,15.13846154,14.769,7.754,5.908,4.8,0.74,1.846153846,0.738461539,1.107692308,0.369230769,,
459,ANDREW.MACDONALD,Andrew Macdonald,18,189.4,15.52,5.7,24.71,6.65,1.58,31.4,12.4,10.8,44.98416051,32.94614572,1.900739176,10.45406547,Phi,D
177,ANDREW.MANGIAPANE,Andrew Mangiapane,19,254.6,10.37,9.9,20.27,18.85,12.49,11.55,6.83,2.59,1.41,0.235663786,0.706991359,0,CGY,F
63,ANDREW.MANGIAPANE,Andrew Mangiapane,21,408.35,12.63621893,9.25676503,26.74176564,19.101,12.783,7.494,6.612,0.73,1.469327783,0,1.175462226,0,,
146,ANDREW.PEEKE,Andrew Peeke,19,131.28,11,6.52,17.51,4.48,2.04,11,5.29,3.26,21.99,11.88299817,2.742230347,4.113345521,CBJ,D
64,ANDREW.PEEKE,Andrew Peeke,21,404.97,5.926413697,2.815046506,10.96386534,4,0.889,5.926,3.408,2.52,24.15013581,14.37155321,2.222405136,3.259527533,,
359,ANDREW.SHAW,Andrew Shaw,18,66.07,11.81,4.54,20.89,17.25,7.27,14.53,5.45,3.63,,,,,MTL,RW
206,ANDREW.SHAW,Andrew Shaw,19,126.31,5.23,5.7,10.93,18.05,10.45,11.4,6.18,4.75,1.9,1.900087087,0,0.475021772,CHI,F
616,ANDY.ANDREOFF,Andy Andreoff,19,47.52,12.63,2.53,15.15,16.42,7.58,5.05,2.53,0,2.53,1.262626263,1.262626263,0,PHI,F
65,ANDY.ANDREOFF,Andy Andreoff,21,10.73,11.18012423,5.590062114,16.77018634,16.77,5.59,16.77,5.59,5.59,0,0,0,0,,
365,ANDY.GREENE,Andy Greene,18,162.85,7.74,4.42,17.68,5.16,0.74,15.84,5.16,5.89,62.26588885,42.73871661,7.737181455,11.42155358,N.J,D
469,ANDY.GREENE,Andy Greene,19,193.65,8.37,3.72,12.08,7.75,1.86,21.69,8.37,6.51,26.34,17.04105345,3.408210689,7.745933385,N.J,D
529,ANDY.GREENE,Andy Greene,19,59.75,9.04,1,10.04,4.02,1,14.06,7.03,2.01,29.12,18.07531381,3.012552301,9.037656904,NYI,D
129,ANDY.GREENE,Andy Greene,20,13.46666667,4.455445543,0,8.910891087,4.455445543,0,31.1881188,13.36633663,8.910891087,22.27722772,17.82178217,0,4.455445543,NYI,D
66,ANDY.GREENE,Andy Greene,21,466.9,4.6262583,4.240736775,11.3086314,3.47,0.514,5.654,3.727,2.44,24.93039195,17.9910045,2.184621975,4.88327265,,
14,ANDY.WELINSKI,Andy Welinski,18,35.48,16.91,3.38,28.75,5.07,0,25.37,15.22,1.69,,,,,ANA,D
648,ANTHONY.ANGELLO,Anthony Angello,19,10.92,5.5,5.5,10.99,16.49,10.99,5.5,0,5.5,0,0,0,0,PIT,F
68,ANTHONY.ANGELLO,Anthony Angello,21,13.8,0,4.347826087,4.347826087,13.043,0,13.043,8.696,0,4.347826087,4.347826087,0,0,,
418,ANTHONY.BEAUVILLIER,Anthony Beauvillier,18,119.45,8.54,6.03,16.58,20.59,11.05,12.06,5.02,1.51,,,,,NYI,LW
530,ANTHONY.BEAUVILLIER,Anthony Beauvillier,19,344.71,8.88,10.1,18.97,23.5,10.1,17.23,9.75,4,1.91,0.348118708,0.870296771,0.174059354,NYI,F
130,ANTHONY.BEAUVILLIER,Anthony Beauvillier,20,11.16666667,10.74626865,5.373134327,21.49253731,16.11940298,10.74626865,0,0,0,5.373134327,5.373134327,0,0,NYI,L
69,ANTHONY.BEAUVILLIER,Anthony Beauvillier,21,480.95,10.10500052,7.859444849,20.9585196,18.838,10.355,6.986,5.489,1.5,1.247530928,0.249506186,0.623765464,0,,
389,ANTHONY.BITETTO,Anthony Bitetto,18,36.02,19.99,3.33,29.98,5,0,21.655,6.663,4.997,,,,,NSH,D
854,ANTHONY.BITETTO,Anthony Bitetto,19,180.66,9.96,3.99,13.95,8.97,1.66,13.95,5.31,5.65,19.6,11.62404517,2.65692461,4.981733643,WPG,D
542,ANTHONY.CIRELLI,Anthony Cirelli,18,144.52,7.89,8.3,19.1,14.12,4.98,10.79,5.4,1.25,,,,,T.b,C
739,ANTHONY.CIRELLI,Anthony Cirelli,19,349.48,9.27,10.47,19.74,22.83,11.67,13.39,8.58,2.23,5.84,2.060203731,2.746938308,0.858418221,T.B,F
70,ANTHONY.CIRELLI,Anthony Cirelli,21,471.72,8.394869802,9.794014769,25.3118044,17.807,12.084,8.649,6.105,0.89,3.179874925,1.017559976,1.27194997,0.127194997,,
144,ANTHONY.DUCLAIR,Anthony Duclair,18,294.1833333,12,9,25.1,20.8,14.07,12.44,7.34,3.06,,,,,CBJ,RW
582,ANTHONY.DUCLAIR,Anthony Duclair,19,111.94,15.01,6.97,21.98,20.37,12.86,15.01,9.65,4.29,2.14,2.144005717,0,0.536001429,OTT,F
71,ANTHONY.DUCLAIR,Anthony Duclair,21,338.97,8.319402105,11.5055561,25.13521487,16.462,13.63,6.903,5.487,0.35,0.354017111,0.177008555,0.177008555,0,,
237,ANTHONY.MANTHA,Anthony Mantha,18,119.54,12.05,13.05,28.61,23.59,11.042,13.55,8.03,4.02,,,,,DET,RW
291,ANTHONY.MANTHA,Anthony Mantha,19,125.29,16.28,14.37,30.65,19.16,12.93,13.41,8.62,1.92,2.39,0.957777955,1.436666933,0,DET,F
55,ANTHONY.MANTHA,Anthony Mantha,20,16.13333333,11.1570248,7.43801653,22.31404959,22.31404959,14.87603306,7.43801653,3.719008265,0,0,0,0,0,DET,R
72,ANTHONY.MANTHA,Anthony Mantha,21,139.17,11.20958084,8.191616766,25.00598802,12.503,5.174,6.467,3.88,2.59,2.586826347,1.293413174,1.293413174,0,,
707,ANTHONY.PELUSO,Anthony Peluso,18,9.65,0,6.22,12.44,12.44,6.22,6.22,0,0,,,,,CGY,LW
67,ANTHONY.STOLARZ,Anthony Stolarz,21,,,,,,,0,0,0,0,0,0,0,,
596,ANTOINE.ROUSSEL,Antoine Roussel,18,94.88,7.59,1.9,12.02,18.97,8.22,13.91,6.96,1.9,,,,,VAN,LW
797,ANTOINE.ROUSSEL,Antoine Roussel,19,126.35,6.65,5.22,11.87,14.25,7.12,9.02,5.22,2.37,1.42,1.424614167,0,0.474871389,VAN,F
220,ANTOINE.ROUSSEL,Antoine Roussel,20,7.083333333,8.470588236,25.41176471,42.35294118,33.88235294,16.94117647,25.41176471,16.94117647,0,0,0,0,0,VAN,L
73,ANTOINE.ROUSSEL,Antoine Roussel,21,160.37,7.108709208,7.856994388,17.95884431,10.476,5.612,2.993,2.619,1.87,1.49657036,0,0.37414259,0,,
57,ANTON.BLIDH,Anton Blidh,19,18.47,0,3.25,3.25,19.49,3.25,9.75,3.25,3.25,0,0,0,0,BOS,F
75,ANTON.BLIDH,Anton Blidh,21,117.97,6.103419045,2.034473015,9.663746821,16.276,3.56,5.086,0.509,0.51,1.525854761,0,0,0,,
74,ANTON.FORSBERG,Anton Forsberg,21,,,,,,,0.199,0.199,0.6,0,0,0,0,,
76,ANTON.LUNDELL,Anton Lundell,21,330.02,9.817685975,9.635876976,24.18059694,17.999,11.272,6.182,4,1.27,1.272662997,0.363617999,0.727235998,0,,
545,ANTON.STRALMAN,Anton Stralman,18,217.1,7.74,5.53,16.86,7.46,1.38,18.24,9.4,5.8,38.69184708,27.63703363,3.592814371,8.291110088,T.b,D
353,ANTON.STRALMAN,Anton Stralman,19,362.59,8.27,6.29,14.56,5.79,1.16,20.02,10.42,5.3,23,13.73452108,3.805951626,4.633332414,FLA,D
77,ANTON.STRALMAN,Anton Stralman,21,355.6,6.411698538,3.374578178,14.84814398,2.193,0.844,7.93,6.074,2.02,22.27221597,14.34195726,1.349831271,4.55568054,,
207,ANTON.WEDIN,Anton Wedin,19,10.5,5.71,0,5.71,34.29,11.43,17.14,5.71,0,0,0,0,0,CHI,F
78,ANTTI.RAANTA,Antti Raanta,21,,,,,,,0,0,0,0,0,0,0,,
497,ANTTI.SUOMELA,Antti Suomela,18,144.57,17.43,11.21,32.79,13.28,9.55,10.4,5,4.2,,,,,S.J,C
679,ANTTI.SUOMELA,Antti Suomela,19,100.2,5.39,10.78,16.17,12.58,4.79,13.17,3.59,2.4,2.99,1.796407186,1.19760479,0.598802395,S.J,F
294,ANZE.KOPITAR,Anze Kopitar,18,174.82,8.58,19.22,27.11,19.906,13.385,13.39,10.3,2.75,,,,,L.A,C
383,ANZE.KOPITAR,Anze Kopitar,19,205.65,6.42,14,20.42,17.51,10.8,11.96,6.42,2.92,4.08,2.042304887,1.167031364,0.583515682,L.A,F
79,ANZE.KOPITAR,Anze Kopitar,21,469.42,6.902183561,13.29309427,26.3305521,13.037,10.098,7.286,5.624,0.89,3.706728209,1.661636783,1.661636783,0.63909107,,
146,ARTEM.ANISIMOV,Artem Anisimov,18,255.7,10.09,6.8,20.88,16.89,11.5,8.45,5.4,1.64,,,,,CHI,C
583,ARTEM.ANISIMOV,Artem Anisimov,19,68.03,9.7,8.82,18.52,10.58,3.53,9.7,6.17,0.88,2.65,1.763927679,0,0,OTT,F
291,ARTEM.ANISIMOV,Artem Anisimov,20,7.45,0,8.053691275,16.10738255,24.16107383,0,8.053691275,8.053691275,0,0,0,0,0,OTT,C
80,ARTEM.ZUB,Artem Zub,21,511.93,5.860138039,3.281677302,12.30628988,4.102,0.234,8.439,5.391,1.88,20.97929418,10.54824847,3.164474541,3.04727178,,
81,ARTEMI.KNIAZEV,Artemi Kniazev,21,11.4,5.263157895,5.263157895,10.52631579,0,0,5.263,5.263,5.26,31.57894737,21.05263158,5.263157895,10.52631579,,
136,ARTEMI.PANARIN,Artemi Panarin,18,441.4333333,10.6,19.8,38.1,22.56,14.82,21.48,13.59,2.99,,,,,CBJ,LW
554,ARTEMI.PANARIN,Artemi Panarin,19,355.48,14.18,15.19,29.37,26.84,18.4,19.92,14.18,4.89,0.68,0.337571734,0,0.168785867,NYR,F
147,ARTEMI.PANARIN,Artemi Panarin,20,11.25,10.66666667,16,48,16,10.66666667,32,32,5.333333333,5.333333333,0,0,0,NYR,L
82,ARTEMI.PANARIN,Artemi Panarin,21,504.08,10.23640271,14.99752025,32.97073897,25.234,17.14,11.665,9.76,0.71,0.83319557,0.119027939,0.595139693,0,,
83,ARTHUR.KALIYEV,Arthur Kaliyev,21,339.18,13.97474326,6.014446465,22.28883102,19.282,7.076,10.26,6.014,2.12,1.415163874,0.176895484,0.530686453,0,,
84,ARTTU.RUOTSALAINEN,Arttu Ruotsalainen,21,50.93,8.246073297,8.246073297,16.49214659,10.602,3.534,7.068,4.712,0,0,0,0,0,,
435,ARTTURI.LEHKONEN,Artturi Lehkonen,19,211.51,11.63,5.11,16.74,16.74,7.94,17.3,9.64,1.7,4.82,2.269396246,1.418372654,0.567349062,MTL,F
92,ARTTURI.LEHKONEN,Artturi Lehkonen,20,11.65,10.30042918,25.75107296,46.35193133,41.20171674,20.60085837,46.35193133,25.75107296,0,10.30042918,0,10.30042918,0,MTL,L
85,ARTTURI.LEHKONEN,Artturi Lehkonen,21,269.95,13.55806631,5.778847935,23.11539174,14.225,5.779,9.335,6.446,1.33,1.778107057,0,0.889053528,0,,
353,ARTURRI.LEHKONEN,Arturri Lehkonen,18,124.14,11.12,6.28,25.13,20.78,8.22,16.43,9.18,1.93,,,,,MTL,LW
798,ASHTON.SAUTNER,Ashton Sautner,19,2.82,21.28,0,21.28,21.28,21.28,21.28,21.28,0,21.28,21.27659574,0,0,VAN,D
713,AUSTIN.CZARNIK,Austin Czarnik,18,68.15,14.09,16.73,40.5,20.25,9.68,17.61,8.8,1.76,,,,,CGY,RW
178,AUSTIN.CZARNIK,Austin Czarnik,19,8.87,13.53,6.76,20.29,20.29,6.76,20.29,13.53,0,0,0,0,0,CGY,F
86,AUSTIN.CZARNIK,Austin Czarnik,21,107.3,6.150978565,12.30195713,21.80801491,16.775,9.506,3.914,2.796,0.56,1.677539609,0,1.118359739,0,,
87,AUSTIN.POGANSKI,Austin Poganski,21,83.15,4.329524955,2.88634997,10.10222489,20.926,4.33,6.494,2.886,0,1.443174985,0.721587492,0,0,,
88,AUSTIN.STRAND,Austin Strand,21,30.9,3.883495146,3.883495146,9.708737864,3.883,1.942,0,0,1.94,19.41747573,13.59223301,0,0,,
308,AUSTIN.WAGNER,Austin Wagner,18,74.44,6.45,10.48,17.73,22.569,8.866,14.51,10.48,5.64,,,,,L.A,LW
384,AUSTIN.WAGNER,Austin Wagner,19,138.8,10.81,6.92,17.72,18.16,9.08,17.72,7.35,3.46,1.3,0.864553314,0,0,L.A,F
499,AUSTIN.WATSON,Austin Watson,19,167.02,5.39,3.59,8.98,10.42,4.31,14.01,5.75,5.75,3.23,1.796192073,0.718476829,0.718476829,NSH,F
292,AUSTIN.WATSON,Austin Watson,20,4.95,24.24242424,0,36.36363636,12.12121212,12.12121212,0,0,0,0,0,0,0,OTT,L
89,AUSTIN.WATSON,Austin Watson,21,235.13,6.379359229,5.103487383,12.50354409,12.759,4.593,7.655,3.062,1.79,2.806918061,0.510348738,1.531046215,0,,
563,AUSTON.MATTHEWS,Auston Matthews,18,275.8,15.01,13.92,36.11,23.71,15.45,13.49,8.7,3.046,,,,,TOR,C
768,AUSTON.MATTHEWS,Auston Matthews,19,419.07,14.6,11.02,25.63,17.61,12.74,14.75,11.45,2.58,2.15,0.572696686,0.859045028,0.143174171,TOR,F
202,AUSTON.MATTHEWS,Auston Matthews,20,17.76666667,30.39399625,10.13133208,50.65666041,37.14821764,30.39399625,6.754221388,6.754221388,3.377110694,0,0,0,0,TOR,C
90,AUSTON.MATTHEWS,Auston Matthews,21,544.45,19.72632932,11.79171641,40.11387639,18.404,13.224,6.722,5.18,1.43,2.204059142,0.330608871,0.991826614,0,,
91,AXEL.JONSSON-FJALLBY,Axel Jonsson-Fjallby,21,67.78,11.5072535,2.65552004,19.47381362,13.278,5.311,7.081,5.311,1.77,1.770346693,0.885173347,0.885173347,0,,
495,BARCLAY.GOODROW,Barclay Goodrow,18,118.62,6.58,8.6,22.26,18.72,10.12,11.6,2.5,5.1,,,,,S.J,C
680,BARCLAY.GOODROW,Barclay Goodrow,19,203.16,8.56,8.86,17.42,12.7,5.61,11.81,6.2,2.95,4.43,1.772002363,2.06733609,0.886001181,S.J,F
740,BARCLAY.GOODROW,Barclay Goodrow,19,77.85,8.48,10.79,19.27,13.1,4.62,15.41,2.31,1.54,2.31,0.770712909,1.541425819,0,T.B,F
92,BARCLAY.GOODROW,Barclay Goodrow,21,449.27,5.074936934,5.876242766,14.55705594,14.023,5.876,6.01,4.407,1.07,1.469060691,0.133550972,0.801305832,0,,
35,BARRETT.HAYTON,Barrett Hayton,19,105.16,7.42,9.7,17.12,18.83,13.12,12.55,4.56,4.56,2.28,1.141118296,1.141118296,0,ARI,F
93,BARRETT.HAYTON,Barrett Hayton,21,181.03,4.640029461,5.634321488,13.92008838,13.257,7.954,4.64,2.651,0.99,2.651445406,0.662861352,0.662861352,0,,
94,BECK.MALENSTYN,Beck Malenstyn,21,50.62,9.483042476,2.370760619,14.22456371,16.595,7.112,2.371,2.371,1.19,1.18538031,0,1.18538031,0,,
632,BEN.CHIAROT,Ben Chiarot,18,173.58,11.41,3.11,18.67,4.15,0,23.85,11.06,7.6,66.02143104,47.0100242,5.184929139,16.93743519,WPG,D
436,BEN.CHIAROT,Ben Chiarot,19,321.78,11.37,2.61,13.98,7.27,2.05,22.75,11.56,6.34,22.19,15.47641246,2.051090807,6.899123625,MTL,D
93,BEN.CHIAROT,Ben Chiarot,20,17.46666667,27.48091603,0,30.91603053,13.74045802,0,48.09160305,20.61068702,20.61068702,68.70229008,51.52671756,6.870229008,13.74045802,MTL,D
95,BEN.CHIAROT,Ben Chiarot,21,445.05,7.819346141,3.100775194,15.23424334,5.797,1.348,7.01,4.719,2.16,23.05358948,15.09942703,1.348163128,4.448938322,,
678,BEN.HARPUR,Ben Harpur,18,13.78,4.35,0,4.35,8.71,4.35,34.83,13.06,8.71,431.0595065,313.4978229,43.5413643,130.6240929,OTT,D
96,BEN.HARPUR,Ben Harpur,21,73.28,6.549920401,7.368660451,14.7373209,5.731,0,3.275,2.456,0.82,22.9247214,14.7373209,0.81874005,5.731180351,,
591,BEN.HUTTON,Ben Hutton,18,162.02,8.15,4.44,14.81,10.74,1.85,26.29,9.63,4.81,59.62226886,35.18084187,9.998765584,12.22071349,VAN,D
385,BEN.HUTTON,Ben Hutton,19,234.48,10.75,5.37,16.12,9.21,1.79,22.52,8.44,5.37,26.61,12.02661208,4.861821904,6.653019447,L.A,D
97,BEN.HUTTON,Ben Hutton,21,381.87,9.584497207,3.928072626,15.86941341,7.228,0.943,9.427,5.185,2.36,22.62569832,14.45530726,1.88547486,4.085195531,,
367,BEN.LOVEJOY,Ben Lovejoy,18,94.63,13.32,2.54,17.75,5.07,0,15.85,4.44,8.24,57.69840431,41.21314594,5.072387192,10.14477438,N.J,D
98,BEN.MEYERS,Ben Meyers,21,19.7,9.137055838,3.045685279,12.18274112,24.365,6.091,9.137,9.137,0,3.045685279,3.045685279,0,3.045685279,,
29,BEN.STREET,Ben Street,18,79.97,4.5,3,9,11.25,4.5,3,0.75,3,,,,,ANA,RW
99,BENOIT-OLIVIER.GROULX,Benoit-Olivier Groulx,21,61.57,5.847319978,5.847319978,12.66919329,12.669,3.898,8.771,6.822,1.95,2.923659989,0.97455333,0,0.97455333,,
372,BLAKE.COLEMAN,Blake Coleman,18,103.65,10.42,5.79,19.1,24.31,9.26,17.37,8.68,3.47,,,,,N.J,LW
470,BLAKE.COLEMAN,Blake Coleman,19,162.37,14.41,6.65,21.06,19.58,10.35,17,10.72,3.7,2.59,0.739052781,1.108579171,0,N.J,F
741,BLAKE.COLEMAN,Blake Coleman,19,83.5,13.65,7.9,21.56,21.56,12.93,12.22,9.34,2.16,5.75,1.437125749,2.874251497,0.718562874,T.B,F
100,BLAKE.COLEMAN,Blake Coleman,21,421.8,12.94452347,7.396870555,24.18207681,17.354,8.535,10.526,9.246,1.28,0.568990043,0.142247511,0.426742532,0,,
209,BLAKE.COMEAU,Blake Comeau,18,124.72,10.58,6.74,20.21,14.91,6.74,7.7,1.92,3.85,,,,,DAL,RW
265,BLAKE.COMEAU,Blake Comeau,19,220.3,7.08,9.53,16.61,19.61,10.08,14.71,6.26,3.27,1.36,0.272355878,0.544711757,0.272355878,DAL,F
101,BLAKE.COMEAU,Blake Comeau,21,17.75,0,0,3.380281691,13.521,6.761,0,0,0,3.380281691,0,0,0,,
386,BLAKE.LIZOTTE,Blake Lizotte,19,168.18,10.35,11.77,22.12,19.27,11.06,21.41,11.42,3.92,4.28,2.140563682,1.070281841,1.427042455,L.A,F
102,BLAKE.LIZOTTE,Blake Lizotte,21,278.22,9.489007369,11.64559995,25.23213323,16.39,9.058,10.352,7.979,1.73,1.940933325,0.646977775,1.078296292,0,,
103,BLAKE.SPEERS,Blake Speers,21,7.32,8.20045558,0,8.20045558,8.2,0,0,0,8.2,0,0,0,0,,
643,BLAKE.WHEELER,Blake Wheeler,18,177.65,13.51,6.08,23.64,20.26,8.44,13.51,8.78,2.7,,,,,WPG,RW
855,BLAKE.WHEELER,Blake Wheeler,19,355.07,8.79,11.49,20.28,15.04,7.77,15.38,9.8,3.55,2.2,1.351846115,0,0.844903822,WPG,F
310,BLAKE.WHEELER,Blake Wheeler,20,14.48333333,16.570771,4.142692751,24.85615651,12.42807825,8.285385502,12.42807825,0,0,4.142692751,0,4.142692751,0,WPG,R
104,BLAKE.WHEELER,Blake Wheeler,21,423.58,10.48199882,8.357269329,26.62994295,15.581,7.507,8.641,6.657,1.98,1.983080858,0.424945898,0.708243163,0.283297265,,
584,BO.HORVAT,Bo Horvat,18,172.88,9.37,8.33,23.6,18.05,11.8,12.84,8.68,2.43,,,,,VAN,C
799,BO.HORVAT,Bo Horvat,19,340.63,7.93,10.92,18.85,16.38,10.92,11.8,6.34,1.23,1.41,0.352288407,0.352288407,0.176144203,VAN,F
221,BO.HORVAT,Bo Horvat,20,12.81666667,42.13263978,37.45123536,98.30949282,51.49544862,46.8140442,14.04421326,14.04421326,0,0,0,0,0,VAN,C
105,BO.HORVAT,Bo Horvat,21,375.62,10.7024005,8.625815326,22.84243688,16.613,11.022,6.23,3.993,0.32,1.277898567,0.319474642,0.798686604,0.319474642,,
691,BOBBY.RYAN,Bobby Ryan,18,215.02,7.26,5.3,15.35,15.63,5.3,14.51,5.86,3.63,,,,,OTT,RW
584,BOBBY.RYAN,Bobby Ryan,19,76.59,14.89,8.62,23.5,17.24,7.83,17.24,7.83,3.13,0,0,0,0,OTT,F
283,BOGDAN.KISELEVICH,Bogdan Kiselevich,18,108.15,5.55,3.88,13.31,4.99,1.11,20.53,11.1,7.77,31.06796117,16.64355062,3.883495146,6.102635229,FLA,D
555,BOO.NIEVES,Boo Nieves,19,21.42,11.21,2.8,14.01,28.02,16.81,8.4,5.6,0,2.8,0,2.801120448,0,NYR,F
139,BOONE.JENNER,Boone Jenner,18,380.55,13.4,6.9,24.9,17.03,7.88,11.51,5.05,2.36,,,,,CBJ,LW
147,BOONE.JENNER,Boone Jenner,19,420.52,10.68,7.08,17.76,16.79,8.88,12.62,7.35,1.66,3.05,0.998763436,1.71216589,0.570721963,CBJ,F
37,BOONE.JENNER,Boone Jenner,20,13.56666667,17.69041769,4.422604422,22.11302211,53.07125306,17.69041769,44.22604422,35.38083537,0,8.845208843,0,4.422604422,0,CBJ,C
106,BOONE.JENNER,Boone Jenner,21,290.4,10.95041322,8.47107438,23.34710744,15.702,9.298,7.438,6.198,1.65,1.446280992,0.826446281,0.20661157,0.20661157,,
107,BORIS.KATCHOUK,Boris Katchouk,21,253.7,9.932991722,7.567993693,19.62948364,15.372,6.622,3.311,2.365,0.95,1.65549862,0.709499409,0.709499409,0,,
108,BOWEN.BYRAM,Bowen Byram,21,269.83,10.6732551,6.448424954,20.67943175,12.897,5.337,6.671,6.004,2.22,23.34774552,14.89808524,1.778875849,3.557751699,,
615,BRAD.HUNT,Brad Hunt,18,24.55,14.66,0,29.33,19.55,7.33,29.33,14.66,2.44,,,,,VGK,D
409,BRAD.HUNT,Brad Hunt,19,249.12,9.87,3.85,13.73,7.47,2.17,19.75,7.23,7.47,17.58,10.11560694,2.167630058,3.853564547,MIN,D
109,BRAD.HUNT,Brad Hunt,21,237.67,7.826086957,3.786816269,14.13744741,6.816,3.029,5.806,2.525,2.78,22.97335203,17.16690042,1.26227209,3.786816269,,
242,BRAD.MALONE,Brad Malone,18,20.26666667,0,0,0,0,0,,,,,,,,EDM,C
110,BRAD.MALONE,Brad Malone,21,23.58,10.17667845,7.632508834,20.35335689,7.633,2.544,2.544,2.544,2.54,5.088339223,0,2.544169611,0,,
69,BRAD.MARCHAND,Brad Marchand,18,152.85,11.38,13.35,31.01,21.59,14.52,12.56,8.64,3.53,,,,,BOS,LW
58,BRAD.MARCHAND,Brad Marchand,19,276.75,9.32,18.43,27.75,21.25,12.79,18.21,12.14,2.17,1.3,0,0.867208672,0,BOS,F
111,BRAD.MARCHAND,Brad Marchand,21,339.93,12.88487939,17.29750932,36.3600706,23.652,16.944,6.884,6.001,0.53,0.353010394,0,0.176505197,0,,
49,BRAD.RICHARDSON,Brad Richardson,18,109.44,9.87,8.22,19.74,17.544,4.934,13.71,6.58,2.74,,,,,ARI,RW
36,BRAD.RICHARDSON,Brad Richardson,19,195.89,7.04,4.59,11.64,10.72,3.68,8.27,3.06,1.84,4.29,2.144060442,0.918883047,0.612588698,ARI,F
109,BRAD.RICHARDSON,Brad Richardson,20,8.916666667,26.91588785,0,26.91588785,13.45794392,6.728971962,53.8317757,13.45794392,6.728971962,6.728971962,0,6.728971962,0,NSH,R
112,BRAD.RICHARDSON,Brad Richardson,21,163.37,9.916343603,4.774535809,17.26178331,9.182,3.673,5.876,3.305,0.73,2.203631912,0.367271985,0.734543971,0,,
113,BRADEN.SCHNEIDER,Braden Schneider,21,271.33,5.307125307,4.864864865,14.59459459,3.096,1.548,8.403,5.749,2.65,24.1031941,14.81572482,2.211302211,8.402948403,,
438,BRADY.SKJEI,Brady Skjei,18,240.87,8.47,4.48,15.94,9.96,4.23,18.43,10.71,7.22,50.56669573,36.11906838,2.989164279,10.96026902,NYR,D
119,BRADY.SKJEI,Brady Skjei,19,101.7,12.98,3.54,16.52,8.26,3.54,17.11,8.26,10.03,21.24,13.56932153,2.359882006,2.359882006,CAR,D
574,BRADY.SKJEI,Brady Skjei,19,240.13,10.74,3.5,14.24,7.25,3.5,16.24,9,7.5,22.74,14.9918794,0.999458627,4.49756382,NYR,D
19,BRADY.SKJEI,Brady Skjei,20,18.7,12.8342246,6.417112299,22.45989305,6.417112299,3.20855615,19.2513369,3.20855615,3.20855615,12.8342246,6.417112299,0,0,CAR,D
114,BRADY.SKJEI,Brady Skjei,21,612.02,12.05849514,5.784156205,21.76411318,8.823,3.137,10.294,6.372,2.94,24.31306337,13.0388606,4.117534925,3.039132921,,
690,BRADY.TKACHUK,Brady Tkachuk,18,133.99,8.96,3.13,16.12,16.57,4.93,7.16,4.93,2.24,,,,,OTT,RW
585,BRADY.TKACHUK,Brady Tkachuk,19,184.1,14.01,8.15,22.16,20.21,9.13,17.6,9.78,3.26,1.63,0,0.977729495,0,OTT,F
293,BRADY.TKACHUK,Brady Tkachuk,20,12.36666667,24.2587601,4.85175202,33.96226414,19.40700808,9.703504041,4.85175202,0,0,0,0,0,0,OTT,L
115,BRADY.TKACHUK,Brady Tkachuk,21,377.33,11.76678445,8.586572438,23.85159011,17.809,7.155,6.996,5.247,0.95,1.908127208,0.795053004,0.159010601,0.159010601,,
