Player,Pos,Team,Entries,Carries,Carry-in%.entries,Passes,Pass%.entries,Dump-ins,Recovered Dump-ins,Left,Center,Right,Fail,5v5 TOI,Entries/60,Carries/60,Passes/60,Recoveries,Targets,Carry-in,Dump-in,Break-up,Shots off Entries,Passes Allowed,Carry-in%.entry_defense,Break-up%,Pass%.entry_defense,Carry Denial,Pass Denial,Break-up?,Touches,Exits,Possession Exits,Exit%,Possession Exit%,Fail%,Assists,Carry,Pass,Dump,Clear,Fail.exits,Assisted Passes,Assisted Carries,Assisted Turnovers,Icing,Left.exits,Center.exits,Right.exits,5v5 TOI.exits,Touches/60,Exits/60,Possession/60,Fail/60,Assists/60,#,5v5 TOI.forechecking,Applied Pressure,Turnovers Forced,Clears Forced,Pressures/60,Disruptions/60,#.shots,Shots,On Goal,Missed,Chances,Deflection,One-timer,Rebounds,Wrist,Slapshot,Wraparound,Backhand,Passes.shots,A1,A2,A3,Solo Shots,5v5 TOI.shots,Shots/60,Chances/60,Passes/60.shots,A1/60,Contributions/60,PSC/60,Stretch Passes,Home Plate,Low-to-High,Behind Net,High Danger,Home Plate/60,L2H/60,BTN/60,HD/60,One-timer/60
Brock Boeser,RW,VAN,41,19,46.3%,7,17.1%,34,2,12,12,19,2,147.15,16.72,7.75,2.85,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,45,28,76.3%,47.5%,20.3%,2,12,16,4,13,12,1,1,0,2,11,8,40,147.15,24.06,18.35,11.42,4.89,0.815,NA,NA,NA,NA,NA,NA,NA,6,30,18,12,8,2,3,1,21,3,0,0,35,26,7,2,10,147.15,12.23,3.26,14.27,10.6,26.5,22.83,0,1,6,0,1,0.41,2.45,0,0.41,1.22
Christopher Tanev,D,VAN,16,3,18.8%,3,18.8%,13,0,0,1,15,0,161.27,5.95,1.12,1.12,0,138,98,27,13,63,34,71.00%,9.40%,24.60%,1.084,0.473,-0.14,77,53,29,68.8%,37.7%,28.6%,21,7,22,7,17,22,17,4,6,2,15,11,51,161.27,28.65,19.72,10.79,8.19,7.813,NA,NA,NA,NA,NA,NA,NA,8,11,4,7,0,0,2,0,7,2,0,0,16,9,5,2,2,161.27,4.09,0,5.95,3.35,10.05,7.44,1,0,0,0,0,0,0,0,0,0
Brendan Leipsic,LW,VAN,20,9,45.0%,2,10.0%,18,3,9,4,9,2,50.7,23.67,10.65,2.37,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12,7,75.0%,43.8%,25.0%,1,5,2,1,4,4,1,0,0,0,10,2,4,50.7,18.93,14.2,8.28,4.73,1.183,NA,NA,NA,NA,NA,NA,NA,9,11,8,3,2,1,1,1,5,1,0,2,7,5,1,1,5,50.7,13.02,2.37,8.28,5.92,21.3,18.93,0,0,1,0,0,0,1.18,0,0,0
Jake Virtanen,RW,VAN,49,24,49.0%,3,6.1%,46,10,9,11,31,2,133.77,21.98,10.76,1.35,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,38,18,86.4%,40.9%,13.6%,2,11,7,8,12,6,1,1,0,0,13,7,23,133.77,19.74,17.04,8.07,2.69,0.897,NA,NA,NA,NA,NA,NA,NA,18,30,16,14,12,1,2,1,18,3,2,3,19,16,2,1,18,133.77,13.46,5.38,8.52,7.18,21.98,20.63,0,0,9,2,2,0,4.04,0.9,0.9,1.79
Brandon Sutter,C,VAN,42,13,31.0%,3,7.1%,39,5,25,5,18,6,150.12,16.79,5.2,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,40,20,80.0%,40.0%,18.0%,0,12,8,8,12,9,0,0,1,1,15,8,27,150.12,19.98,15.99,7.99,3.6,0.000,NA,NA,NA,NA,NA,NA,NA,20,20,13,7,6,0,2,2,15,0,0,1,22,14,6,2,5,150.12,7.99,2.4,8.79,5.6,16.79,13.59,0,0,6,2,2,0,2.4,0.8,0.8,0.4
Loui Eriksson,RW,VAN,42,13,31.0%,3,7.1%,39,8,8,8,26,0,131.27,19.2,5.94,1.37,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,33,17,86.8%,44.7%,7.9%,2,9,8,7,9,3,2,0,0,2,11,6,21,131.27,17.37,15.08,7.77,1.37,0.914,NA,NA,NA,NA,NA,NA,NA,21,20,8,12,3,0,2,0,12,1,0,5,29,20,7,2,11,131.27,9.14,1.37,13.26,9.14,22.4,18.28,0,1,8,1,2,0.46,3.66,0.46,0.91,1.83
Alexander Edler,D,VAN,19,5,26.3%,3,15.8%,16,0,13,6,1,1,150.33,7.58,2,1.2,0,143,105,25,13,63,38,73.40%,9.10%,26.60%,1.401,0.898,-0.226,102,78,25,76.5%,24.5%,17.6%,10,0,25,14,39,18,5,5,4,6,83,10,9,150.33,40.71,31.13,9.98,7.18,3.991,NA,NA,NA,NA,NA,NA,NA,23,17,9,8,0,0,2,0,12,3,0,0,13,6,5,2,3,150.33,6.79,0,5.19,2.39,11.97,9.18,2,0,0,0,0,0,0,0,0,0.4
Antoine Roussel,LW,VAN,30,13,43.3%,4,13.3%,26,5,16,2,13,1,94.88,18.97,8.22,2.53,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,22,11,84.6%,42.3%,11.5%,1,7,4,5,6,3,0,1,0,1,17,2,7,94.88,16.44,13.91,6.96,1.9,0.632,NA,NA,NA,NA,NA,NA,NA,26,12,6,6,4,1,1,0,9,1,0,0,7,3,4,0,4,94.88,7.59,2.53,4.43,1.9,12.02,9.49,0,1,0,0,1,0.63,0,0,0.63,0.63
Ben Hutton,D,VAN,29,5,17.2%,2,6.9%,27,0,25,4,3,3,162.02,10.74,1.85,0.74,0,161,95,39,27,87,33,59.00%,16.80%,20.50%,-0.496,-0.437,1.789,88,71,26,80.7%,29.5%,14.8%,7,8,18,12,33,13,6,1,5,4,64,8,16,162.02,32.59,26.29,9.63,4.81,2.592,NA,NA,NA,NA,NA,NA,NA,27,22,10,12,3,0,2,1,17,1,0,1,18,12,3,3,7,162.02,8.15,1.11,6.67,4.44,14.81,12.59,1,0,1,0,0,0,0.37,0,0,0.37
Elias Pettersson,C,VAN,30,22,73.3%,10,33.3%,20,3,10,7,14,2,79.65,22.6,16.57,7.53,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,22,12,84.6%,46.2%,11.5%,3,6,6,0,10,3,3,0,0,1,10,4,12,79.65,19.59,16.57,9.04,2.26,2.260,NA,NA,NA,NA,NA,NA,NA,40,14,11,3,10,2,2,0,10,0,0,0,26,11,12,3,1,79.65,10.55,7.53,19.59,8.29,30.13,18.83,0,1,3,0,1,0.75,2.26,0,0.75,0.75
Erik Gudbranson,D,VAN,16,3,18.8%,1,6.3%,15,1,2,1,14,1,185.85,5.17,0.97,0.32,0.32,175,114,49,12,95,44,65.10%,6.90%,25.10%,0.312,0.584,-0.812,85,57,17,67.1%,20.0%,24.7%,12,2,15,13,27,21,6,6,2,7,19,6,60,185.85,27.44,18.4,5.49,6.78,3.874,NA,NA,NA,NA,NA,NA,NA,44,24,14,10,1,0,4,0,18,1,1,0,11,6,5,0,5,185.85,7.75,0.32,3.55,1.94,11.3,9.69,1,0,0,1,1,0,0,0.32,0.32,0
Sven Baertschi,LW,VAN,30,14,46.7%,4,13.3%,26,3,15,7,11,3,118.2,15.23,7.11,2.03,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,17,10,70.8%,41.7%,25.0%,4,8,2,2,5,6,3,1,0,1,17,4,3,118.2,12.18,8.63,5.08,3.05,2.030,NA,NA,NA,NA,NA,NA,NA,47,11,6,5,6,0,1,1,6,0,0,3,19,13,6,0,5,118.2,5.58,3.05,9.64,6.6,15.23,12.18,0,1,5,2,3,0.51,2.54,1.02,1.52,1.52
Troy Stecher,D,VAN,39,10,25.6%,6,15.4%,33,0,7,9,23,0,185.94,12.58,3.23,1.94,0,145,104,25,16,77,43,71.70%,11.00%,29.70%,1.177,1.576,0.284,101,73,34,72.3%,33.7%,21.8%,11,11,23,5,34,22,7,4,3,6,18,12,71,185.94,32.59,23.56,10.97,7.1,3.550,NA,NA,NA,NA,NA,NA,NA,51,35,11,24,1,0,3,0,29,3,0,0,30,15,11,4,12,185.94,11.29,0.32,9.68,4.84,20.97,16.13,1,0,0,0,0,0,0,0,0,0.97
Bo Horvat,C,VAN,52,34,65.4%,10,19.2%,42,6,23,9,22,2,172.88,18.05,11.8,3.47,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,37,25,80.4%,54.3%,15.2%,0,14,11,4,8,7,0,0,0,2,19,5,22,172.88,15.96,12.84,8.68,2.43,0.000,NA,NA,NA,NA,NA,NA,NA,53,27,18,9,14,2,1,0,20,0,2,2,41,24,15,2,9,172.88,9.37,4.86,14.23,8.33,23.6,17.7,0,0,7,2,2,0,2.43,0.69,0.69,1.04
Alex Biega,D,VAN,10,4,40.0%,1,10.0%,9,0,0,2,8,NA,21.18,28.33,11.33,2.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,5,83.3%,41.7%,16.7%,1,3,2,2,3,2,0,1,1,0,0,2,10,21.18,33.99,28.33,14.16,5.67,2.833,NA,NA,NA,NA,NA,NA,NA,55,6,1,5,0,0,0,0,6,0,0,0,2,1,1,0,2,21.18,17,0,5.67,2.83,22.66,19.83,0,0,0,0,0,0,0,0,0,2.83
Tim Schaller,LW,VAN,26,7,26.9%,1,3.8%,25,4,13,3,12,2,107.4,14.53,3.91,0.56,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,14,8,6,5,1,0,1,8,2,0,2,13,8,3,2,9,107.4,7.82,2.79,7.26,4.47,15.08,12.29,1,1,1,1,2,0.56,0.56,0.56,1.12,1.68
Markus Granlund,RW,VAN,41,10,24.4%,3,7.3%,38,3,17,8,18,2,132.64,18.55,4.52,1.36,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,25,13,80.6%,41.9%,16.1%,0,6,7,4,8,5,0,0,3,1,9,6,16,132.64,14.02,11.31,5.88,2.26,0.000,NA,NA,NA,NA,NA,NA,NA,60,17,12,5,7,1,3,0,12,1,0,0,11,6,4,1,8,132.64,7.69,3.17,4.98,2.71,12.67,10.4,0,0,1,3,3,0,0.45,1.36,1.36,1.81
Tyler Motte,LW,VAN,41,16,39.0%,1,2.4%,40,4,12,6,23,0,112.73,21.82,8.52,0.53,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,33,15,86.8%,39.5%,10.5%,0,12,3,5,13,4,0,0,0,1,10,7,21,112.73,20.23,17.56,7.98,2.13,0.000,NA,NA,NA,NA,NA,NA,NA,64,16,6,10,2,1,1,1,14,0,0,0,7,5,2,0,6,112.73,8.52,1.06,3.73,2.66,12.24,11.18,0,0,3,0,0,0,1.6,0,0,0
Nikolay Goldobin,LW,VAN,29,20,69.0%,11,37.9%,18,4,10,12,11,4,132.65,13.12,9.05,4.98,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,19,7,76.0%,28.0%,20.0%,6,2,5,5,7,5,4,2,0,1,12,4,9,132.65,11.31,8.59,3.17,2.26,2.714,NA,NA,NA,NA,NA,NA,NA,77,29,19,10,16,1,4,3,20,0,0,1,39,30,7,2,9,132.65,13.12,7.24,17.64,13.57,30.76,26.69,1,0,6,8,8,0,2.71,3.62,3.62,1.81
Jay Beagle,C,VAN,8,2,25.0%,1,12.5%,7,0,2,0,6,0,45.45,10.56,2.64,1.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,85.7%,28.6%,14.3%,0,1,1,1,3,1,0,0,0,0,3,0,4,45.45,9.24,7.92,2.64,1.32,0.000,NA,NA,NA,NA,NA,NA,NA,83,2,1,1,1,1,0,0,1,0,0,0,2,2,0,0,0,45.45,2.64,1.32,2.64,2.64,5.28,5.28,0,1,1,0,1,1.32,1.32,0,1.32,0
Adam Gaudette,C,VAN,17,5,29.4%,2,11.8%,15,2,12,3,3,1,51.95,19.63,5.77,2.31,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,4,84.6%,30.8%,15.4%,2,3,1,2,5,2,1,1,1,0,4,4,5,51.95,15.01,12.7,4.62,2.31,2.310,NA,NA,NA,NA,NA,NA,NA,88,8,4,4,4,0,0,0,7,0,0,1,11,7,3,1,6,51.95,9.24,4.62,12.7,8.08,21.94,17.32,0,0,4,0,0,0,4.62,0,0,1.15
Brayden McNabb,D,VGK,12,2,16.7%,1,8.3%,10,0,10,2,1,1,177.68,4.05,0.68,0.34,0,168,102,45,21,74,27,60.70%,12.50%,16.10%,-0.271,-1.409,0.669,67,51,25,76.1%,37.3%,22.4%,12,1,24,11,15,15,7,5,3,1,45,6,16,177.68,22.62,17.22,8.44,5.07,4.052,NA,NA,NA,NA,NA,NA,NA,3,25,10,15,2,0,5,1,16,3,0,0,21,11,6,4,2,177.68,8.44,0.68,7.09,3.71,16.88,12.16,2,1,0,0,1,0.34,0,0,0.34,0.34
Deryk Engelland,D,VGK,15,6,40.0%,1,6.7%,9,0,3,1,11,0,132.52,6.79,2.72,0.45,0,130,89,32,9,70,33,68.50%,6.90%,25.40%,0.748,0.637,-0.795,44,31,14,70.5%,31.8%,22.7%,9,3,11,9,8,10,8,1,1,3,6,8,30,132.52,19.92,14.04,6.34,4.53,4.075,NA,NA,NA,NA,NA,NA,NA,5,28,9,19,1,0,4,0,22,1,0,1,9,5,3,1,9,132.52,12.68,0.45,4.07,2.26,25.35,14.94,0,0,1,0,0,0,0.45,0,0,0
Colin Miller,D,VGK,25,6,24.0%,0,0.0%,19,0,6,4,16,1,189.83,7.9,1.9,0,0,117,80,29,8,54,28,68.40%,6.80%,23.90%,0.737,0.318,-0.817,105,82,34,78.1%,32.4%,19.0%,8,7,27,23,25,20,7,1,5,3,26,18,61,189.83,33.19,25.92,10.75,6.32,2.529,NA,NA,NA,NA,NA,NA,NA,6,40,14,26,3,0,7,0,28,5,0,0,21,8,6,7,6,189.83,12.64,0.95,6.64,2.53,25.29,15.17,4,0,0,0,0,0,0,0,0,0
Jon Merrill,D,VGK,14,1,7.1%,0,0.0%,13,0,8,3,3,0,157.71,5.33,0.38,0,0,105,66,32,7,54,21,62.90%,6.70%,20.00%,0.011,-0.546,-0.862,65,51,18,78.5%,27.7%,16.9%,8,3,15,11,22,11,5,3,4,3,47,6,12,157.71,24.73,19.4,6.85,4.18,3.044,NA,NA,NA,NA,NA,NA,NA,15,21,7,14,2,0,4,0,15,2,0,0,18,8,8,2,3,157.71,7.99,0.76,6.85,3.04,15.98,11.03,2,1,0,0,1,0.38,0,0,0.38,1.14
Reilly Smith,RW,VGK,58,37,63.8%,15,25.9%,21,9,32,16,19,9,160.98,21.62,13.79,5.59,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,56,32,94.9%,54.2%,5.1%,2,17,15,9,15,3,1,1,0,0,23,4,32,160.98,21.99,20.87,11.93,1.12,0.745,NA,NA,NA,NA,NA,NA,NA,19,42,21,21,21,5,9,2,22,1,0,3,53,36,12,5,11,160.98,15.65,7.83,19.75,13.42,31.31,29.07,1,2,10,2,4,0.75,3.73,0.75,1.49,2.98
Cody Eakin,C,VGK,24,10,41.7%,4,16.7%,14,7,12,6,8,2,92.08,15.64,6.52,2.61,4.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,26,14,81.3%,43.8%,15.6%,0,5,9,3,9,5,0,0,1,1,14,5,13,92.08,20.85,16.94,9.12,3.26,0.000,NA,NA,NA,NA,NA,NA,NA,21,10,7,3,4,0,1,1,7,0,2,0,28,21,7,0,3,92.08,6.52,2.61,18.25,13.68,13.03,20.2,0,0,7,0,0,0,4.56,0,0,3.26
Nick Holden,D,VGK,16,6,37.5%,2,12.5%,10,0,5,2,10,1,171.79,5.59,2.1,0.7,0,104,71,25,8,49,24,68.30%,7.70%,23.10%,0.723,0.13,-0.593,57,41,17,71.9%,29.8%,26.3%,13,3,14,4,20,15,10,3,2,1,26,8,23,171.79,19.91,14.32,5.94,5.24,4.540,NA,NA,NA,NA,NA,NA,NA,22,27,11,16,2,0,6,0,16,4,0,1,21,13,7,1,6,171.79,9.43,0.7,7.33,4.54,18.86,13.97,1,0,0,0,0,0,0,0,0,0.7
Daniel Carr,RW,VGK,6,1,16.7%,0,0.0%,5,0,2,0,4,0,9.3,38.71,6.45,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Lindberg,RW,VGK,15,8,53.3%,2,13.3%,7,1,8,4,4,1,50.55,17.8,9.5,2.37,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,12,5,70.6%,29.4%,29.4%,7,3,2,2,5,5,3,4,0,0,9,2,6,50.55,20.18,14.24,5.93,5.93,8.309,NA,NA,NA,NA,NA,NA,NA,24,11,4,7,2,0,1,0,10,0,0,0,13,8,5,0,5,50.55,13.06,2.37,15.43,9.5,26.11,22.55,0,0,1,1,1,0,1.19,1.19,1.19,1.19
Paul Stastny,C,VGK,19,8,42.1%,3,15.8%,11,1,7,4,9,1,46.2,24.68,10.39,3.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,83.3%,83.3%,0.0%,1,2,3,0,0,0,1,0,0,1,2,1,3,46.2,7.79,6.49,6.49,0,1.299,NA,NA,NA,NA,NA,NA,NA,26,11,8,3,6,1,3,1,5,0,0,1,11,8,3,0,2,46.2,14.29,7.79,14.29,10.39,28.57,24.68,0,0,1,2,2,0,1.3,2.6,2.6,0
Shea Theodore,D,VGK,35,14,40.0%,2,5.7%,21,3,27,6,2,0,185.36,11.33,4.53,0.65,0.97,148,92,37,19,76,27,62.20%,12.80%,18.20%,-0.081,-0.932,0.757,118,94,52,79.7%,44.1%,18.6%,26,12,40,15,27,22,21,5,4,2,67,22,29,185.36,38.2,30.43,16.83,7.12,8.416,NA,NA,NA,NA,NA,NA,NA,27,44,23,21,6,0,5,0,38,0,0,1,22,11,7,4,19,185.36,14.24,1.94,7.12,3.56,28.49,17.8,3,0,0,0,0,0,0,0,0,0.65
William Carrier,LW,VGK,47,23,48.9%,4,8.5%,24,3,21,5,25,4,106.57,26.46,12.95,2.25,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,20,13,76.9%,50.0%,19.2%,4,7,6,2,5,5,1,3,0,1,18,1,7,106.57,14.64,11.26,7.32,2.82,2.252,NA,NA,NA,NA,NA,NA,NA,28,20,9,11,5,0,1,2,16,0,0,1,21,12,7,2,10,106.57,11.26,2.82,11.82,6.76,22.52,18.02,0,0,3,3,3,0,1.69,1.69,1.69,2.25
Tomas Hyka,RW,VGK,13,8,61.5%,1,7.7%,5,2,6,7,3,3,53.74,14.51,8.93,1.12,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,15,8,93.8%,50.0%,6.3%,2,5,3,1,6,1,1,1,1,0,9,1,6,53.74,17.86,16.75,8.93,1.12,2.233,NA,NA,NA,NA,NA,NA,NA,38,10,6,4,5,0,0,0,9,0,0,1,15,11,3,1,1,53.74,11.16,5.58,16.75,12.28,22.33,23.45,0,0,4,1,1,0,4.47,1.12,1.12,3.35
Ryan Carpenter,C,VGK,31,8,25.8%,1,3.2%,23,3,14,6,13,2,101.95,18.24,4.71,0.59,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,32,18,88.9%,50.0%,8.3%,0,8,10,3,11,3,0,0,0,1,11,4,21,101.95,21.19,18.83,10.59,1.77,0.000,NA,NA,NA,NA,NA,NA,NA,40,10,6,4,3,2,2,0,5,0,0,1,21,12,8,1,0,101.95,5.89,1.77,12.36,7.06,11.77,12.95,0,1,6,0,1,0.59,3.53,0,0.59,1.18
Pierre-Edouard Bellemare,C,VGK,31,18,58.1%,10,32.3%,13,7,12,5,19,5,107,17.38,10.09,5.61,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,26,14,78.8%,42.4%,21.2%,2,8,6,1,11,7,2,0,0,0,17,4,12,107,18.5,14.58,7.85,3.93,1.121,NA,NA,NA,NA,NA,NA,NA,41,20,9,11,8,1,4,1,12,1,0,2,38,30,7,1,11,107,11.21,4.49,21.31,16.82,22.43,28.04,0,1,9,5,6,0.56,5.05,2.8,3.36,3.93
Erik Haula,RW,VGK,46,22,47.8%,10,21.7%,24,6,14,11,21,0,136.24,20.26,9.69,4.4,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,26,16,81.3%,50.0%,18.8%,5,7,9,0,10,6,5,0,0,0,10,5,17,136.24,14.09,11.45,7.05,2.64,2.202,NA,NA,NA,NA,NA,NA,NA,56,23,13,10,8,2,1,1,19,0,0,0,48,35,12,1,9,136.24,10.13,3.52,21.14,15.41,20.26,25.54,0,2,14,5,7,0.88,6.17,2.2,3.08,2.2
Max Pacioretty,LW,VGK,53,21,39.6%,5,9.4%,32,3,33,5,22,7,119.28,26.66,10.56,2.52,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,38,23,74.5%,45.1%,19.6%,2,9,14,4,11,10,1,1,2,3,32,0,19,119.28,25.65,19.11,11.57,5.03,1.006,NA,NA,NA,NA,NA,NA,NA,67,34,17,17,11,1,4,0,23,0,1,5,26,22,3,1,10,119.28,17.1,5.53,13.08,11.07,34.21,28.17,1,0,7,3,3,0,3.52,1.51,1.51,1.51
William Karlsson,C,VGK,43,24,55.8%,9,20.9%,19,5,17,10,23,7,163.93,15.74,8.78,3.29,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,30,22,76.9%,56.4%,20.5%,2,8,14,2,6,8,2,0,0,1,20,5,14,163.93,14.27,10.98,8.05,2.93,0.732,NA,NA,NA,NA,NA,NA,NA,71,37,15,22,17,4,7,2,22,1,0,1,51,34,12,5,8,163.93,13.54,6.22,18.67,12.44,27.08,25.99,0,1,6,5,6,0.37,2.2,1.83,2.2,3.29
Ryan Reaves,RW,VGK,25,5,20.0%,3,12.0%,20,6,9,2,15,1,111.06,13.51,2.7,1.62,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,23,10,82.1%,35.7%,17.9%,2,4,6,6,7,5,1,1,0,0,8,1,19,111.06,15.13,12.43,5.4,2.7,1.080,NA,NA,NA,NA,NA,NA,NA,75,19,13,6,11,2,5,2,8,2,0,0,13,10,3,0,2,111.06,10.26,5.94,7.02,5.4,20.53,15.67,0,1,3,1,2,0.54,1.62,0.54,1.08,1.62
Brad Hunt,D,VGK,8,3,37.5%,0,0.0%,5,0,4,0,4,0,24.55,19.55,7.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,6,85.7%,42.9%,7.1%,1,2,4,0,6,1,1,0,0,1,8,2,4,24.55,34.22,29.33,14.66,2.44,2.444,NA,NA,NA,NA,NA,NA,NA,77,6,2,4,0,0,0,0,3,3,0,0,1,0,1,0,2,24.55,14.66,0,2.44,0,29.33,14.66,0,0,0,0,0,0,0,0,0,0
Jonathan Marchessault,LW,VGK,67,30,44.8%,8,11.9%,37,4,30,20,23,6,174.16,23.08,10.34,2.76,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,57,33,79.2%,45.8%,13.9%,1,17,16,5,19,10,1,0,0,5,38,6,28,174.16,24.8,19.64,11.37,3.45,0.345,NA,NA,NA,NA,NA,NA,NA,81,41,19,22,12,0,5,3,33,1,0,0,54,39,15,0,15,174.16,14.12,4.13,18.6,13.44,28.25,27.56,0,2,10,6,8,0.69,3.45,2.07,2.76,4.13
Nate Schmidt,D,VGK,2,2,100.0%,2,100.0%,0,0,1,1,0,0,18.93,6.34,6.34,6.34,0,136,92,36,8,66,33,67.60%,5.90%,24.30%,0.641,0.391,-1.068,13,8,6,61.5%,46.2%,23.1%,1,0,6,1,1,3,0,1,0,2,5,3,5,18.93,41.2,25.36,19.02,9.51,3.170,NA,NA,NA,NA,NA,NA,NA,88,2,1,1,1,0,1,0,1,0,0,0,4,3,1,0,0,18.93,6.34,3.17,12.68,9.51,12.68,15.85,1,0,0,0,0,0,0,0,0,0
Alex Tuch,RW,VGK,20,13,65.0%,3,15.0%,7,1,9,3,9,1,55.23,21.73,14.12,3.26,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,23,13,85.2%,48.1%,14.8%,1,6,7,5,5,4,1,0,0,0,4,7,16,55.23,29.33,24.99,14.12,4.35,1.086,NA,NA,NA,NA,NA,NA,NA,89,10,5,5,4,1,0,0,9,0,0,0,9,6,3,0,4,55.23,10.86,4.35,9.78,6.52,21.73,17.38,0,0,4,0,0,0,4.35,0,0,1.09
Tomas Nosek,LW,VGK,28,11,39.3%,4,14.3%,17,6,11,8,12,3,99.71,16.85,6.62,2.41,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,29,13,90.6%,40.6%,6.3%,1,6,7,4,12,2,1,0,0,1,12,2,18,99.71,19.26,17.45,7.82,1.2,0.602,NA,NA,NA,NA,NA,NA,NA,92,20,11,9,8,1,0,2,11,0,2,4,31,21,9,1,8,99.71,12.03,4.81,18.65,12.64,24.07,24.67,0,1,7,1,2,0.6,4.21,0.6,1.2,2.41
Dmitry Kulikov,D,WPG,7,2,28.6%,1,14.3%,5,0,3,2,2,0,48.82,8.6,2.46,1.23,0,96,64,27,5,54,21,66.70%,5.20%,21.90%,0.512,-0.134,-1.245,18,12,7,66.7%,38.9%,33.3%,3,1,6,0,5,6,3,0,1,0,8,3,7,48.82,22.12,14.75,8.6,7.37,3.687,NA,NA,NA,NA,NA,NA,NA,5,7,3,4,1,0,0,0,6,0,0,1,7,4,2,1,0,48.82,8.6,1.23,8.6,4.92,17.21,13.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Ben Chiarot,D,WPG,12,0,0.0%,0,0.0%,12,0,11,1,0,0,173.58,4.15,0,0,0,191,136,40,15,104,49,71.20%,7.90%,25.70%,1.109,0.696,-0.551,94,69,32,73.4%,34.0%,23.4%,13,4,28,15,22,22,11,2,7,3,57,10,27,173.58,32.49,23.85,11.06,7.6,4.494,NA,NA,NA,NA,NA,NA,NA,7,33,12,21,1,0,5,0,20,8,0,0,21,9,9,3,6,173.58,11.41,0.35,7.26,3.11,18.67,14.52,2,0,0,0,0,0,0,0,0,0.35
Jacob Trouba,D,WPG,27,8,29.6%,1,3.7%,19,0,2,2,24,1,211.83,7.65,2.27,0.28,0,185,123,47,15,109,53,66.50%,8.10%,28.60%,0.488,1.354,-0.484,119,92,42,77.3%,35.3%,19.3%,16,8,34,20,30,23,11,5,3,4,14,16,89,211.83,33.71,26.06,11.9,6.51,4.532,NA,NA,NA,NA,NA,NA,NA,8,51,17,34,1,0,11,0,36,4,0,0,34,19,13,2,13,211.83,14.45,0.28,9.63,5.38,24.08,19.83,8,0,0,2,2,0,0,0.57,0.57,0.85
