Players,Sum of 5v5 TOI,5v5 Entries,Carry-ins,Failed Entries,Entries w/ Passing Play...6,Recovered Dump-ins,Carries w/Chances,Dump-ins w/ Chances,Forecheck Pressures,Entries/60,Carries/60,Carry%,Pass%...14,Carry Chance%,Pressures/60,Recoveries/60,Entries w/ Chances per 60,Entries w/ Passing Play...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,Player,Sum of 5v5 TOI2,Entry Targets,Carrires Against,Entry Denials,Passes Allowed,Carries w/ Chance Allowed,Dump-in w/ Chance Allowed,Carry Against%,Denial%,Pass%...39,Chance Against%,Targets per 60,Carries Against per 60,Denials per 60,Chances Allowed per 60,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56
Kirill Kaprizov,520.92,228,170,36,36,40,36,3,36,26.261,19.581,74.6%,15.8%,21.2%,4.15,4.61,4.49,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirill Semyonov,16.6,4,1,1,0,1,0,0,1,14.458,3.614,25.0%,0.0%,0.0%,3.61,3.61,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klim Kostin,162.6833333,36,22,9,1,10,1,4,11,13.277,8.114,61.1%,2.8%,4.5%,4.06,3.69,1.84,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kole Lind,71.01666667,19,7,2,3,6,2,0,2,16.053,5.914,36.8%,15.8%,28.6%,1.69,5.07,1.69,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kole Sherwood,8.13,1,1,1,0,0,0,0,1,7.377,7.377,100.0%,0.0%,0.0%,7.38,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kris Letang,583.5166667,71,31,4,9,1,3,5,3,7.301,3.188,43.7%,12.7%,9.7%,0.31,0.1,0.82,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kris Russell,129.12,10,2,1,0,0,0,0,1,4.647,0.929,20.0%,0.0%,0.0%,0.46,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kristian Reichel,88.43,22,6,3,1,4,2,0,8,14.926,4.071,27.3%,4.5%,33.3%,5.43,2.71,1.36,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kristian Vesalainen,233.85,52,23,12,8,8,3,2,15,13.342,5.901,44.2%,15.4%,13.0%,3.85,2.05,1.28,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kristians Rubins,12.11666667,1,0,0,0,0,0,0,1,4.952,0,0.0%,0.0%,#DIV/0!,4.95,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kurtis Gabriel,5.4,2,2,0,0,0,0,0,0,22.222,22.222,100.0%,0.0%,0.0%,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kurtis MacDermid,182.07,21,2,2,1,1,0,2,7,6.921,0.659,9.5%,4.8%,0.0%,2.31,0.33,0.66,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Burroughs,190.7833333,14,4,1,3,0,2,0,3,4.403,1.258,28.6%,21.4%,50.0%,0.94,0,0.63,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Capobianco,134.2333333,8,2,4,0,0,1,1,0,3.576,0.894,25.0%,0.0%,50.0%,0,0,0.89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Clifford,51.91666667,14,5,3,1,1,2,1,1,16.18,5.778,35.7%,7.1%,40.0%,1.16,1.16,3.47,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Connor,515.4,204,126,30,38,16,37,7,40,23.749,14.668,61.8%,18.6%,29.4%,4.66,1.86,5.12,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Criscuolo,9.03,2,1,0,0,0,0,0,0,13.284,6.642,50.0%,0.0%,0.0%,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Okposo,248.8833333,91,48,17,9,13,12,2,18,21.938,11.572,52.7%,9.9%,25.0%,4.34,3.13,3.38,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Palmieri,383.9333333,84,35,11,4,18,7,4,37,13.127,5.47,41.7%,4.8%,20.0%,5.78,2.81,1.72,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Rau,9.55,0,0,0,0,1,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,6.28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Turris,121.95,34,14,6,3,5,3,4,5,16.728,6.888,41.2%,8.8%,21.4%,2.46,2.46,3.44,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lane Pederson,90.68333334,19,5,3,0,7,1,0,5,12.571,3.308,26.3%,0.0%,20.0%,3.31,4.63,0.66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lars Eller,330.48,92,49,12,16,20,9,2,22,16.703,8.896,53.3%,17.4%,18.4%,3.99,3.63,2,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lassi Thomson,71.53,3,2,0,0,0,0,0,1,2.516,1.678,66.7%,0.0%,0.0%,0.84,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laurent Dauphin,126.4666667,42,17,8,10,6,6,0,14,19.926,8.065,40.5%,23.8%,35.3%,6.64,2.85,2.85,4.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lawson Crouse,236.9333333,70,34,11,6,6,5,3,22,17.727,8.61,48.6%,8.6%,14.7%,5.57,1.52,2.03,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leon Draisaitl,639.73,232,164,32,49,39,39,4,41,21.759,15.381,70.7%,21.1%,23.8%,3.85,3.66,4.03,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liam O'Brien,126.5833333,25,6,5,0,3,1,2,13,11.85,2.844,24.0%,0.0%,16.7%,6.16,1.42,1.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lias Andersson,75.16666667,21,9,2,1,1,0,1,3,16.763,7.184,42.9%,4.8%,0.0%,2.39,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libor Hajek,95.96666667,10,2,0,1,1,0,1,1,6.252,1.25,20.0%,10.0%,0.0%,0.63,0.63,0.63,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Brown,106.8,27,15,7,5,9,4,2,5,15.169,8.427,55.6%,18.5%,26.7%,2.81,5.06,3.37,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Couture,295.7,59,34,8,9,16,10,4,15,11.972,6.899,57.6%,15.3%,29.4%,3.04,3.25,2.84,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan O'Connor,488.6,132,57,21,15,32,16,8,55,16.21,7,43.2%,11.4%,28.1%,6.75,3.93,2.95,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Shaw,28.22,9,4,1,2,4,1,1,6,19.138,8.506,44.4%,22.2%,25.0%,12.76,8.51,4.25,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Stanley,325.3,25,10,2,5,0,3,3,4,4.611,1.844,40.0%,20.0%,30.0%,0.74,0,1.11,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loui Eriksson,222.4333333,60,21,10,7,14,5,2,18,16.185,5.665,35.0%,11.7%,23.8%,4.86,3.78,1.89,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Carlsson,198.5166667,21,5,1,0,0,0,4,4,6.347,1.511,23.8%,0.0%,0.0%,1.21,0,1.21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Raymond,382.38,107,54,15,12,15,12,4,24,16.789,8.473,50.5%,11.2%,22.2%,3.77,2.35,2.51,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lukas Reichel,53.95,17,11,5,5,2,0,1,3,18.906,12.234,64.7%,29.4%,0.0%,3.34,2.22,1.11,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lukas Vejdemo,9.75,3,3,0,1,0,1,0,1,18.462,18.462,100.0%,33.3%,33.3%,6.15,0,6.15,6.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Glendening,361.5,79,23,7,3,14,3,3,19,13.112,3.817,29.1%,3.8%,13.0%,3.15,2.32,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Kunin,362.65,76,38,13,11,19,9,4,29,12.574,6.287,50.0%,14.5%,23.7%,4.8,3.14,2.15,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schenn,307.0333333,15,3,0,1,0,2,0,4,2.931,0.586,20.0%,6.7%,66.7%,0.78,0,0.39,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MacKenzie Entwistle,176.8,45,14,4,3,11,3,1,12,15.271,4.751,31.1%,6.7%,21.4%,4.07,3.73,1.36,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mackenzie MacEachern,33.11666667,8,2,1,0,1,0,0,4,14.494,3.624,25.0%,0.0%,0.0%,7.25,1.81,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MacKenzie Weegar,600.2833333,79,37,5,12,0,5,8,3,7.896,3.698,46.8%,15.2%,13.5%,0.3,0,1.3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madison Bowey,26.55,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marc McLaughlin,29.4,7,3,0,1,0,2,0,1,14.286,6.122,42.9%,14.3%,66.7%,2.04,0,4.08,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marc Staal,323,34,5,4,1,1,1,4,6,6.316,0.929,14.7%,2.9%,20.0%,1.11,0.19,0.93,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marc-Edouard Vlasic,308.2833333,24,7,1,1,1,0,3,2,4.671,1.362,29.2%,4.2%,0.0%,0.39,0.19,0.58,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marco Scandella,382.8666667,30,12,2,2,0,2,2,0,4.701,1.881,40.0%,6.7%,16.7%,0,0,0.63,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Foligno,390.07,94,49,11,14,29,10,2,54,14.459,7.537,52.1%,14.9%,20.4%,8.31,4.46,1.85,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Johansson,307.93,96,53,10,25,12,15,1,21,18.705,10.327,55.2%,26.0%,28.3%,4.09,2.34,3.12,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Pettersson,444.9833333,31,7,0,2,3,3,3,6,4.18,0.944,22.6%,6.5%,42.9%,0.81,0.4,0.81,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marian Studenic,143.05,40,27,6,5,6,6,0,19,16.777,11.325,67.5%,12.5%,22.2%,7.97,2.52,2.52,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mario Ferraro,392.2666667,33,7,3,1,3,0,3,1,5.048,1.071,21.2%,3.0%,0.0%,0.15,0.46,0.46,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Borowiecki,260.87,34,8,3,2,1,1,2,7,7.82,1.84,23.5%,5.9%,12.5%,1.61,0.23,0.69,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Friedman,149.25,14,4,0,3,1,1,1,1,5.628,1.608,28.6%,21.4%,25.0%,0.4,0.4,0.8,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Giordano,435.4333334,32,6,4,2,0,2,2,3,4.409,0.827,18.8%,6.3%,33.3%,0.41,0,0.55,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Jankowski,81.35,16,14,8,5,3,1,0,7,11.801,10.326,87.5%,31.3%,7.1%,5.16,2.21,0.74,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Kastelic,63,18,10,1,5,3,1,2,8,17.143,9.524,55.6%,27.8%,10.0%,7.62,2.86,2.86,4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Pysyk,313.25,22,9,2,5,1,2,1,4,4.214,1.724,40.9%,22.7%,22.2%,0.77,0.19,0.57,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Scheifele,526.73,161,105,37,47,19,28,3,36,18.339,11.961,65.2%,29.2%,26.7%,4.1,2.16,3.53,5.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Stone,212.92,68,54,7,17,9,9,0,21,19.162,15.217,79.4%,25.0%,16.7%,5.92,2.54,2.54,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Markus Niemelainen,129.4,15,3,3,0,1,0,1,1,6.955,1.391,20.0%,0.0%,0.0%,0.46,0.46,0.46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Markus Nutivaara,6.85,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martin Fehervary,532.43,56,26,8,4,1,4,2,9,6.311,2.93,46.4%,7.1%,15.4%,1.01,0.11,0.68,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martin Frk,33.6,10,3,3,1,2,1,0,0,17.857,5.357,30.0%,10.0%,33.3%,0,3.57,1.79,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martin Kaut,20.48,3,1,0,1,0,1,0,1,8.788,2.929,33.3%,33.3%,100.0%,2.93,0,2.93,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martin Necas,400.08,122,75,16,30,22,17,2,35,18.296,11.248,61.5%,24.6%,22.7%,5.25,3.3,2.85,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Appleton,276.05,76,35,9,10,13,11,2,32,16.519,7.607,46.1%,13.2%,31.4%,6.96,2.83,2.83,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Geertsen,45.58,7,2,3,0,1,0,0,2,9.214,2.633,28.6%,0.0%,0.0%,2.63,1.32,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Marchment,267.32,83,43,14,4,24,15,5,33,18.63,9.651,51.8%,4.8%,34.9%,7.41,5.39,4.49,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason McTavish,44.86666667,12,9,4,1,0,3,0,3,16.048,12.036,75.0%,8.3%,33.3%,4.01,0,4.01,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Shaw,16.33,5,0,0,0,1,0,1,3,18.367,0,0.0%,0.0%,#DIV/0!,11.02,3.67,3.67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mathew Barzal,509.9,221,180,46,68,25,43,6,39,26.005,21.181,81.4%,30.8%,23.9%,4.59,2.94,5.77,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
